claim_ID,insured_amount,claim_amount,coverage_type,months_since_policy_start,province,claim_hour,previous_claim_count,sales_channel,customer_seniority_years,risk_zone,anomaly_score,suspicion_score,is_suspicious,UMAP_1,UMAP_2,cluster
350,1893000,407000.0,Glass,46,Cordoba,14,0,Broker,4.4,Medium,1,-0.15905452003894127,0,12.36724,7.1439533,1
351,2155000,223000.0,Glass,33,Mendoza,21,1,Branch,3.2,Low,1,-0.18473607304405248,0,11.201154,5.9009476,1
372,2249000,421000.0,Glass,41,Santa Fe,22,1,Call Center,0.2,Low,1,-0.13039102322133206,0,9.30832,5.7752523,1
380,1596000,325000.0,Glass,37,Santa Fe,20,3,Broker,14.7,Medium,1,-0.08627743563196466,0,14.119829,4.27521,1
381,1580000,184000.0,Glass,100,Mendoza,5,1,Broker,5.8,Medium,1,-0.10215996748733747,0,7.462219,3.9744349,1
382,1700000,93000.0,Glass,0,Cordoba,23,1,Call Center,3.7,High,1,-0.10590079596792651,0,11.980002,6.5875025,1
385,1620000,238000.0,Glass,19,Buenos Aires,22,2,Broker,8.5,High,1,-0.15076402424043622,0,13.786361,5.3385873,1
386,2075000,255000.0,Glass,51,Buenos Aires,9,2,Online,8.5,Medium,1,-0.17416687370887457,0,13.187217,2.9353395,1
393,1340000,218000.0,Glass,29,Mendoza,17,0,Broker,0.6,Medium,1,-0.14840754676147255,0,12.341271,7.427592,1
396,1765000,421000.0,Glass,2,CABA,15,2,Branch,6.4,Low,1,-0.18183823614403066,0,13.271462,5.7325854,1
402,1700000,320000.0,Glass,7,Buenos Aires,23,1,Branch,6.1,Medium,1,-0.14639923866495225,0,13.17231,5.8655972,1
403,2003000,501000.0,Glass,34,Cordoba,19,0,Call Center,7.1,Medium,1,-0.1328200884269054,0,12.601934,5.32153,1
404,2023000,248000.0,Glass,36,Santa Fe,4,0,Branch,8.8,Medium,1,-0.16606683622456048,0,12.122101,2.385489,1
414,2639000,169000.0,Glass,3,Buenos Aires,3,1,Branch,1.4,Medium,1,-0.17786572298374614,0,10.770884,2.0525098,1
429,2529000,268000.0,Glass,63,Buenos Aires,22,3,Online,4.1,High,1,-0.08961196298981888,0,8.564204,5.204787,1
441,2192000,286000.0,Glass,21,Santa Fe,6,2,Broker,14.9,Low,1,-0.15566356469044595,0,13.75083,2.848942,1
453,1507000,293000.0,Glass,20,Buenos Aires,12,1,Broker,6.2,Medium,1,-0.2001245857915217,0,12.982224,1.8813509,1
468,2379000,286000.0,Glass,38,CABA,18,1,Broker,9.4,Medium,1,-0.1510176689809712,0,12.879751,4.6091237,1
487,1677000,275000.0,Glass,4,Buenos Aires,15,3,Broker,8.8,High,1,-0.16848764331244181,0,13.774609,5.2531385,1
489,2844000,309000.0,Glass,4,Mendoza,12,2,Call Center,1.4,Low,1,-0.17633052551913675,0,10.402621,3.9200468,1
490,2441000,320000.0,Glass,15,Cordoba,16,2,Branch,4.2,Medium,1,-0.20250145845840672,0,10.509242,4.8882327,1
499,1562000,317000.0,Glass,5,Cordoba,22,2,Online,15.3,Low,1,-0.09479908786042135,0,14.168246,4.753409,1
506,1756000,304000.0,Glass,1,Buenos Aires,18,2,Broker,5.9,Low,1,-0.17688075813542004,0,13.28317,5.774745,1
509,2024000,268000.0,Glass,9,Mendoza,8,1,Call Center,0.3,Medium,1,-0.2066857631168184,0,11.108969,1.3063749,1
516,2378000,306000.0,Glass,16,CABA,8,1,Broker,2.1,Medium,1,-0.21688092293469918,0,10.9923315,2.8073783,1
517,2250000,431000.0,Glass,14,CABA,22,0,Broker,3.7,Medium,1,-0.13397062966671408,0,12.352281,5.5051317,1
518,1511000,285000.0,Glass,15,Cordoba,16,1,Branch,3.8,Medium,1,-0.20584230780489804,0,12.300322,7.1423097,1
530,1548000,135000.0,Glass,32,Cordoba,20,4,Broker,0.7,Medium,1,-0.09586146977043963,0,10.213534,7.0773234,1
535,1674000,218000.0,Glass,18,Mendoza,11,2,Online,13.2,High,1,-0.1602877719624718,0,14.014515,2.7506726,1
540,1712000,246000.0,Glass,60,Santa Fe,1,4,Online,7.5,High,1,-0.09519954431323907,0,8.413732,1.9558873,1
546,1602000,327000.0,Glass,33,CABA,16,2,Call Center,2.2,Low,1,-0.18816105325454813,0,10.372347,7.2136436,1
549,2186000,286000.0,Glass,34,Santa Fe,7,0,Call Center,8.2,Medium,1,-0.1786779383910866,0,12.085087,2.593166,1
552,1922000,324000.0,Glass,24,Santa Fe,23,1,Online,2.7,Low,1,-0.1623230759046777,0,11.604927,6.3992653,1
553,2584000,340000.0,Glass,82,Buenos Aires,2,0,Broker,12.0,Medium,1,-0.06906412491722536,0,8.008751,3.4385724,1
555,2169000,277000.0,Glass,36,Buenos Aires,8,2,Online,11.1,Medium,1,-0.16982325426375688,0,13.575062,2.676021,1
559,2197000,278000.0,Glass,1,CABA,21,2,Broker,8.5,Medium,1,-0.16005764423867141,0,13.269722,4.8504996,1
564,1837000,303000.0,Glass,4,Buenos Aires,2,1,Call Center,9.4,Low,1,-0.17609998441850483,0,12.811721,1.3138889,1
565,2601000,502000.0,Glass,6,CABA,15,2,Online,4.0,Low,1,-0.1595957786610852,0,10.691149,4.8348727,1
566,1796000,278000.0,Glass,46,Santa Fe,15,4,Online,0.6,High,1,-0.13778476181265448,0,9.022879,5.2821193,1
569,1065000,161000.0,Glass,19,Santa Fe,9,0,Broker,0.1,High,1,-0.11075429516306867,0,12.721437,7.557912,1
573,2163000,78000.0,Glass,30,CABA,17,1,Branch,5.0,Medium,1,-0.14567757522192037,0,11.627327,5.524106,1
580,2572000,244000.0,Glass,4,CABA,18,2,Call Center,6.2,High,1,-0.17646630005766262,0,12.241347,4.4572396,1
583,2316000,232000.0,Glass,10,CABA,4,0,Branch,2.8,Medium,1,-0.20426108551369443,0,11.300784,1.8403627,1
586,2124000,437000.0,Glass,65,CABA,22,0,Broker,3.9,Medium,1,-0.09378786926628047,0,8.695847,5.501459,1
596,1745000,196000.0,Glass,90,Buenos Aires,11,1,Broker,13.4,High,1,-0.09540617135342899,0,7.559894,4.3239565,1
601,2378000,149000.0,Glass,13,CABA,21,1,Call Center,4.0,Medium,1,-0.15972436958642383,0,11.465136,5.1833267,1
604,2678000,335000.0,Glass,25,Mendoza,10,0,Online,1.5,Low,1,-0.17628004036632738,0,10.798088,3.2794783,1
608,1378000,272000.0,Glass,12,Mendoza,5,1,Call Center,7.2,Low,1,-0.19084301547739246,0,12.983833,0.8485906,1
611,2327000,293000.0,Glass,30,CABA,12,2,Branch,0.2,Low,1,-0.19397173547285784,0,9.646882,3.6829665,1
612,1972000,335000.0,Glass,46,Buenos Aires,19,1,Branch,5.4,Medium,1,-0.17634114593714556,0,8.907722,5.7994776,1
613,2140000,243000.0,Glass,3,Buenos Aires,5,1,Online,1.1,Medium,1,-0.20610016628556266,0,11.060939,1.4689872,1
620,2112000,365000.0,Glass,4,Mendoza,19,2,Branch,9.0,Medium,1,-0.166684341498188,0,13.451003,5.059521,1
630,2547000,205000.0,Glass,5,Santa Fe,21,0,Call Center,6.0,Medium,1,-0.14870216150625598,0,11.988139,4.8319836,1
647,652000,330000.0,Glass,9,Cordoba,12,0,Online,0.9,Medium,1,-0.07815822090424085,0,12.223763,7.7135797,1
650,2348000,294000.0,Glass,20,Cordoba,9,1,Call Center,3.4,High,1,-0.22128396451722976,0,11.041867,3.0476036,1
651,2924000,444000.0,Glass,11,CABA,19,0,Branch,2.8,Medium,1,-0.13211928575267112,0,11.387601,4.8579426,1
656,2030000,139000.0,Glass,26,Buenos Aires,13,4,Branch,0.8,Medium,1,-0.13437374948328684,0,9.432161,5.1358237,1
657,2007000,266000.0,Glass,5,CABA,6,2,Online,2.0,Low,1,-0.21534063516025276,0,9.8158455,1.0453439,1
660,1928000,511000.0,Glass,5,Buenos Aires,10,1,Branch,2.5,Low,1,-0.18621427285611097,0,11.393157,2.3768518,1
663,1984000,356000.0,Glass,68,Buenos Aires,11,2,Broker,4.8,Low,1,-0.15888092441878465,0,8.255557,4.202767,1
667,1873000,239000.0,Glass,2,CABA,7,0,Broker,5.0,Medium,1,-0.18710908372020185,0,12.040803,1.4127903,1
668,2752000,406000.0,Glass,12,Cordoba,18,0,Call Center,8.8,Medium,1,-0.1323023564535386,0,12.737481,4.6045938,1
670,2546000,180000.0,Glass,66,Mendoza,20,0,Online,5.6,High,1,-0.09056611334974873,0,8.634372,5.0554175,1
672,963000,299000.0,Glass,42,Santa Fe,7,2,Branch,7.1,Low,1,-0.13076711042308536,0,13.526857,1.188253,1
679,2468000,331000.0,Glass,90,Santa Fe,3,1,Call Center,6.4,Medium,1,-0.12593480760228615,0,7.847983,3.4074583,1
689,2355000,357000.0,Glass,52,Santa Fe,9,3,Online,5.0,Low,1,-0.1609491072613698,0,8.721718,3.9159036,1
692,2580000,273000.0,Glass,2,Cordoba,0,2,Branch,4.0,Low,1,-0.1760204377565998,0,10.041104,2.214263,1
702,2525000,174000.0,Glass,49,Cordoba,10,1,Branch,3.0,Medium,1,-0.18622190687273454,0,9.085954,4.153903,1
711,2106000,56000.0,Glass,0,Cordoba,0,4,Call Center,1.1,Low,1,-0.0865244914916985,0,8.845174,0.7153546,1
722,1145000,120000.0,Glass,10,Santa Fe,14,0,Branch,4.8,High,1,-0.1110124342214922,0,12.714125,7.291956,1
742,1360000,378000.0,Glass,0,Santa Fe,2,1,Call Center,0.7,Medium,1,-0.14059264444413683,0,12.035154,-0.04455557,1
745,2259000,282000.0,Glass,1,Buenos Aires,22,2,Call Center,2.9,Low,1,-0.15896148369359286,0,10.623615,5.9656944,1
747,2093000,184000.0,Glass,57,CABA,22,1,Online,1.4,Medium,1,-0.12970082479714767,0,8.811683,5.7485256,1
750,1297000,408000.0,Glass,15,Santa Fe,6,1,Branch,14.0,Low,1,-0.13023954447615055,0,14.168193,1.9629537,1
754,2527000,228000.0,Glass,5,Cordoba,9,2,Call Center,4.5,High,1,-0.21025450928373346,0,10.868175,3.8571413,1
766,1648000,285000.0,Glass,9,Cordoba,12,1,Call Center,5.0,High,1,-0.20780937571306007,0,12.784522,1.7383094,1
770,2906000,243000.0,Glass,43,Cordoba,23,2,Call Center,18.9,Medium,1,-0.023812745945499092,0,13.914733,3.8525383,1
774,2486000,168000.0,Glass,3,Cordoba,17,1,Online,2.9,Low,1,-0.18723473139477242,0,11.496129,4.8776593,1
795,1459000,370000.0,Glass,43,CABA,15,3,Branch,4.2,Low,1,-0.15398842342760133,0,10.0722685,7.403618,1
796,2527000,223000.0,Glass,8,CABA,17,1,Branch,2.5,Low,1,-0.2032728110460676,0,11.459787,4.7636657,1
804,1769000,249000.0,Glass,14,CABA,1,0,Broker,10.4,Medium,1,-0.1442353677942116,0,12.889634,1.2852478,1
811,1907000,40000.0,Glass,3,Santa Fe,15,3,Online,2.6,Medium,1,-0.12055752313350093,0,10.56845,5.6078377,1
833,1498000,280000.0,Glass,21,CABA,12,0,Online,1.5,Medium,1,-0.1767386549158511,0,12.71514,7.430024,1
843,1439000,309000.0,Glass,8,Buenos Aires,7,3,Call Center,16.3,Medium,1,-0.0922448277131922,0,14.437309,2.7421381,1
853,1681000,377000.0,Glass,29,Mendoza,6,1,Call Center,1.3,Medium,1,-0.2031489751667508,0,9.947065,1.6752018,1
857,1584000,332000.0,Glass,13,CABA,23,3,Broker,9.3,Medium,1,-0.09781362915980119,0,13.851906,5.23664,1
861,2101000,297000.0,Glass,2,Buenos Aires,3,2,Broker,9.0,Medium,1,-0.17985964320836317,0,12.762882,2.1524525,1
863,2774000,217000.0,Glass,19,Buenos Aires,21,0,Call Center,14.5,Low,1,-0.09179045782238626,0,13.188379,4.4044976,1
865,1694000,225000.0,Glass,74,Buenos Aires,1,1,Call Center,6.2,Medium,1,-0.12436565897181573,0,7.4937086,3.6771028,1
876,2897000,297000.0,Glass,19,Santa Fe,6,2,Call Center,29.6,Low,1,-0.023312041026667063,0,14.595648,3.1409683,1
877,1741000,274000.0,Glass,18,Santa Fe,3,4,Online,2.3,Medium,1,-0.16456278831924498,0,8.938846,0.4134314,1
878,2112000,260000.0,Glass,86,Cordoba,5,1,Branch,15.5,High,1,-0.07542732503458816,0,7.6075945,3.9946616,1
884,2522000,261000.0,Glass,36,Santa Fe,22,1,Broker,9.8,Medium,1,-0.12492770397281905,0,12.952594,4.6242533,1
900,1592000,164000.0,Glass,20,Cordoba,14,3,Call Center,2.8,Low,1,-0.164261418558506,0,10.32828,7.081067,1
905,2096000,343000.0,Glass,9,Mendoza,12,2,Broker,0.2,Low,1,-0.19696496808445385,0,9.823898,3.5876114,1
911,1846000,304000.0,Glass,8,Mendoza,0,0,Online,5.2,Low,1,-0.16218136638554048,0,12.143133,1.0864186,1
914,2789000,308000.0,Glass,17,CABA,7,0,Online,0.4,Low,1,-0.16259278243194952,0,10.74741,3.1723888,1
915,1952000,322000.0,Glass,25,CABA,20,2,Broker,1.2,Medium,1,-0.18472953451558966,0,10.384487,6.3678713,1
916,2140000,201000.0,Glass,65,CABA,17,1,Call Center,3.0,Medium,1,-0.15999483552796123,0,8.522532,5.187995,1
922,1487000,367000.0,Glass,7,Mendoza,3,1,Call Center,3.4,Low,1,-0.19525821508477703,0,12.173918,0.10138742,1
925,2598000,364000.0,Glass,3,Mendoza,4,3,Online,1.4,Low,1,-0.17399135296534013,0,9.248916,1.641751,1
931,1722000,279000.0,Glass,61,Buenos Aires,13,3,Online,2.8,Low,1,-0.15361982167483623,0,8.104385,5.3915696,1
932,2941000,377000.0,Glass,57,Mendoza,20,1,Call Center,13.6,Medium,1,-0.06321652339514428,0,13.5266075,3.9861364,1
935,2220000,284000.0,Glass,26,Cordoba,14,1,Call Center,0.6,Low,1,-0.20251996331356314,0,11.173159,3.4508138,1
943,2325000,267000.0,Glass,11,Buenos Aires,0,0,Call Center,0.1,Medium,1,-0.15745781498353584,0,11.208881,1.8347229,1
944,1950000,169000.0,Glass,93,Santa Fe,0,1,Branch,0.4,Medium,1,-0.10358764189628472,0,7.4617777,3.9053955,1
966,2720000,356000.0,Glass,3,Mendoza,19,2,Broker,1.6,High,1,-0.1647521829352087,0,10.798829,4.997359,1
970,1285000,393000.0,Glass,27,Santa Fe,14,1,Broker,0.8,Low,1,-0.16163161795786113,0,11.9646,7.7085724,1
981,2393000,551000.0,Glass,65,Buenos Aires,15,1,Branch,0.1,High,1,-0.10172602520692509,0,8.36895,4.5198827,1
999,1714000,321000.0,Glass,6,Cordoba,3,0,Broker,2.9,Medium,1,-0.1896615918568415,0,12.096666,0.98585516,1
1008,2318000,207000.0,Glass,8,Buenos Aires,3,4,Call Center,0.4,Low,1,-0.1407119337350024,0,8.780957,0.954856,1
1011,2659000,322000.0,Glass,43,Cordoba,14,0,Call Center,3.0,Low,1,-0.15843389600700292,0,9.2831955,4.5782347,1
1013,3038000,206000.0,Glass,54,Santa Fe,2,3,Broker,0.9,Medium,1,-0.08808473734794753,0,8.552201,2.8687801,1
1016,2099000,387000.0,Glass,19,Cordoba,1,0,Online,4.0,Medium,1,-0.18390852036040095,0,11.421531,1.585793,1
1019,1840000,467000.0,Glass,42,Buenos Aires,0,0,Call Center,8.3,Low,1,-0.10350564322434636,0,12.024488,1.711684,1
1020,2212000,407000.0,Glass,8,CABA,7,5,Call Center,1.6,Medium,1,-0.1435688873871338,0,8.47483,0.9049652,1
1021,2261000,222000.0,Glass,1,Mendoza,3,2,Call Center,7.4,Medium,1,-0.18466172504176182,0,12.221995,2.1416085,1
1025,2864000,191000.0,Glass,0,Buenos Aires,14,1,Call Center,2.3,Low,1,-0.16583120633397913,0,11.000698,4.4500146,1
1028,2060000,310000.0,Glass,35,CABA,0,0,Call Center,10.1,Low,1,-0.12012403074988165,0,12.131614,2.2710788,1
1029,2307000,246000.0,Glass,29,Buenos Aires,20,1,Online,8.1,Medium,1,-0.17406636494586436,0,12.856198,4.740206,1
1035,1758000,428000.0,Glass,5,Mendoza,13,1,Broker,2.2,Medium,1,-0.20163358830237688,0,11.931754,6.8362656,1
1037,1387000,439000.0,Glass,16,Mendoza,23,1,Broker,7.7,Medium,1,-0.11534993281738509,0,13.334906,6.1819596,1
1039,2112000,250000.0,Glass,5,Santa Fe,23,3,Branch,2.0,Medium,1,-0.11734466599542287,0,10.091392,6.1897464,1
1048,1212000,269000.0,Glass,5,Buenos Aires,15,4,Call Center,1.1,Medium,1,-0.1261668698124756,0,9.249286,-0.30759966,1
1049,2738000,189000.0,Glass,12,Santa Fe,22,1,Call Center,4.7,Low,1,-0.1417017473291331,0,11.304254,4.914839,1
1053,2247000,361000.0,Glass,12,Buenos Aires,23,1,Online,4.4,High,1,-0.14945904014211708,0,11.93206,5.8044233,1
1066,1440000,437000.0,Glass,9,Cordoba,18,0,Branch,17.3,Low,1,-0.0777187401183187,0,14.354635,3.9901006,1
1085,2191000,334000.0,Glass,57,Santa Fe,15,0,Branch,7.9,Medium,1,-0.14147799018710394,0,8.768396,4.5333304,1
1086,2215000,297000.0,Glass,59,Buenos Aires,14,2,Branch,1.1,Medium,1,-0.1743775131400926,0,8.661367,4.7850757,1
1093,2364000,192000.0,Glass,7,Cordoba,7,1,Branch,0.2,Low,1,-0.19029064978346472,0,10.925088,2.1719677,1
1099,2458000,141000.0,Glass,47,Mendoza,14,0,Branch,0.3,Medium,1,-0.12815853152136503,0,8.940498,4.7174096,1
1120,2525000,317000.0,Glass,5,Buenos Aires,6,2,Broker,19.9,Medium,1,-0.09413712274618102,0,14.363585,3.1610334,1
1127,2151000,316000.0,Glass,7,Santa Fe,6,0,Call Center,7.2,Medium,1,-0.1902430692483802,0,12.341855,1.822658,1
1156,2505000,369000.0,Glass,6,Santa Fe,22,0,Branch,4.6,Medium,1,-0.13510856230228102,0,12.2883,5.1617327,1
1161,750000,111000.0,Glass,4,Santa Fe,8,2,Branch,7.9,Low,1,-0.10287929647980226,0,13.228331,0.6972741,1
1162,3145000,282000.0,Glass,12,Cordoba,1,0,Branch,1.4,Medium,1,-0.11730847279158052,0,10.454531,2.630634,1
1170,2427000,175000.0,Glass,20,Santa Fe,18,0,Broker,7.3,Low,1,-0.1536211107817228,0,12.42176,4.8523197,1
1182,2696000,332000.0,Glass,9,CABA,4,2,Branch,5.1,High,1,-0.19269047278421386,0,10.195659,2.4565034,1
1188,1888000,444000.0,Glass,1,Cordoba,6,1,Call Center,9.1,High,1,-0.163666389186499,0,12.691515,1.7124085,1
1195,1204000,354000.0,Glass,6,Buenos Aires,1,1,Online,4.4,Medium,1,-0.17150149864654446,0,12.257135,-0.050570916,1
1196,2220000,157000.0,Glass,17,Buenos Aires,17,2,Broker,14.9,Low,1,-0.11138451097867169,0,13.770021,3.9844027,1
1198,2276000,324000.0,Glass,29,Mendoza,2,2,Branch,1.5,Medium,1,-0.19363862090959277,0,9.685283,1.6300004,1
1202,1785000,192000.0,Glass,7,Mendoza,3,1,Broker,3.3,Medium,1,-0.2031604227162156,0,11.267245,0.6931338,1
1211,1378000,193000.0,Glass,86,Cordoba,0,2,Online,1.1,Medium,1,-0.0948840316893863,0,7.464978,3.7120054,1
1221,1406000,359000.0,Glass,19,Santa Fe,0,1,Call Center,1.0,Medium,1,-0.17064209825124949,0,11.944273,-0.007872475,1
1224,2207000,349000.0,Glass,35,Mendoza,8,2,Branch,4.2,Low,1,-0.20170739693046186,0,9.211964,3.293994,1
1225,1907000,207000.0,Glass,9,Buenos Aires,20,1,Broker,2.7,Medium,1,-0.19939093822311899,0,11.681114,6.2522907,1
1231,1721000,390000.0,Glass,11,Mendoza,18,1,Branch,25.8,Medium,1,-0.05447722844956204,0,14.797226,3.4820187,1
1238,1723000,359000.0,Glass,8,CABA,11,1,Call Center,7.3,Medium,1,-0.20695869267611622,0,12.828844,1.7622217,1
1248,1615000,320000.0,Glass,2,CABA,0,2,Call Center,24.3,Low,1,-0.00969078936592771,0,14.748291,3.0285618,1
1252,2417000,242000.0,Glass,7,Buenos Aires,5,1,Call Center,3.2,Low,1,-0.21217108259736994,0,10.97006,2.0378232,1
1260,1972000,199000.0,Glass,121,CABA,2,1,Call Center,1.0,Medium,1,-0.08019248233155729,0,7.2944927,4.136012,1
1262,2038000,235000.0,Glass,8,Mendoza,0,1,Call Center,6.3,Medium,1,-0.18436315065471548,0,11.307391,1.1659591,1
1273,1454000,314000.0,Glass,20,CABA,5,1,Online,4.7,High,1,-0.20337878302023105,0,12.226921,0.24310565,1
1274,1842000,258000.0,Glass,30,CABA,2,2,Broker,3.5,Medium,1,-0.19257495968973665,0,10.373151,0.7325316,1
1278,2197000,342000.0,Glass,9,Santa Fe,19,1,Online,1.0,Medium,1,-0.2080189124988665,0,11.615344,5.704041,1
1281,2067000,343000.0,Glass,10,Mendoza,9,1,Branch,0.1,Low,1,-0.19944428004385212,0,11.271929,2.6075568,1
1288,2254000,274000.0,Glass,8,Cordoba,12,2,Call Center,0.1,High,1,-0.19448255059293096,0,9.900707,3.6610126,1
1295,2041000,322000.0,Glass,18,Buenos Aires,22,1,Branch,0.1,Low,1,-0.1594543942987558,0,11.628238,6.210851,1
1301,1666000,282000.0,Glass,4,Mendoza,14,0,Branch,13.0,Low,1,-0.14336775291744647,0,14.268077,4.133091,1
1316,1344000,342000.0,Glass,35,Cordoba,21,0,Branch,2.4,High,1,-0.1334022963627472,0,11.939565,7.2045436,1
1318,1847000,382000.0,Glass,8,Buenos Aires,7,0,Branch,7.3,Low,1,-0.18186075030511228,0,12.541361,1.5939949,1
1319,1695000,290000.0,Glass,10,Buenos Aires,7,2,Online,1.1,Medium,1,-0.20576649078790332,0,10.097317,0.1997827,1
1320,1907000,256000.0,Glass,3,Mendoza,4,0,Branch,23.3,Low,1,-0.040273787519279236,0,14.611877,3.0208864,1
1327,1530000,266000.0,Glass,9,Santa Fe,3,2,Broker,7.0,Medium,1,-0.19008795602855227,0,12.780038,0.76357144,1
1342,2002000,436000.0,Glass,18,Mendoza,23,4,Call Center,6.9,High,1,-0.07020369948515859,0,10.012367,5.75027,1
